nomeFaculdade,nomeCurso,nomeTipo,nomeTurno,nomeModalidade,nomeLocal,nomePreco
"Faculdades Anhanguera","Logística","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 211,56"
"Faculdades Anhanguera","Gestão Pública","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 210,39"
"Faculdades Anhanguera","Letras - Inglês","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 178,11"
"Faculdades Anhanguera","Gestão Ambiental","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 210,39"
"Faculdades Anhanguera","Pedagogia","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 210,00"
"Faculdades Anhanguera","Administração","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","PINHEIRO - JACAREÍ","R$ 232,56"
"Centro Universitário","Engenharia Civil","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 503,70"
"Centro Universitário","Arquitetura e Urbanismo","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 503,70"
"Centro Universitário","Mecatrônica Industrial","TECNÓLOGO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 298,57"
"Centro Universitário","Estética e Cosmética","TECNÓLOGO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 298,57"
"Centro Universitário","Biomedicina","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 594,15"
"Centro Universitário","Engenharia Mecânica","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 335,07"
"Centro Universitário","Engenharia de Software","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 335,07"
"Centro Universitário","Engenharia de Produção","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 335,07"
"Universidade Norte do Paraná","Serviço Social","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 230,00"
"Universidade Norte do Paraná","Pedagogia","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 207,69"
"Universidade Norte do Paraná","Matemática","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 176,15"
"Universidade Norte do Paraná","Letras","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 197,69"
"Universidade Norte do Paraná","História","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 197,69"
"Universidade Norte do Paraná","Processos Gerenciais","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 207,69"
"Universidade Norte do Paraná","Marketing Digital","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 214,62"
"Centro Universitário","Engenharia Mecânica","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 335,07"
"Centro Universitário","Engenharia de Software","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 335,07"
"Centro Universitário","Engenharia de Produção","BACHARELADO (GRADUAÇÃO)","OUTRO","SEMIPRESENCIAL","i-school
Centro - Jacareí","R$ 335,07"
"Universidade Norte do Paraná","Gestão Hospitalar","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 209,23"
"Universidade Norte do Paraná","Gestão Financeira","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 208,08"
"Universidade Norte do Paraná","Gestão de Recursos Humanos","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 206,92"
"Universidade Norte do Paraná","Gestão de Segurança Pública","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 176,92"
"Universidade Norte do Paraná","Gestão da Produção Industrial","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 210,77"
"Universidade Norte do Paraná","Gestão Ambiental","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 208,08"
"Universidade Norte do Paraná","Análise e Desenvolvimento de Sistemas","TECNÓLOGO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 210,00"
"Universidade Norte do Paraná","Ciências Econômicas","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 230,00"
"Universidade Norte do Paraná","Ciências Contábeis","BACHARELADO (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 228,85"
"Universidade Norte do Paraná","Artes Visuais","LICENCIATURA (GRADUAÇÃO)","NOITE","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 197,69"
"Universidade Norte do Paraná","Administração","BACHARELADO (GRADUAÇÃO)","MANHÃ","SEMIPRESENCIAL","CENTRO - JACAREÍ","R$ 230,00"
